url,keywords
https://www.getmaxim.ai/docs/datasets/dataset-column/get-dataset-columns,string; columns; dataset columns; dataset; 100; api; api key; curl; key; unique identifier; unique; identifier; columntype; columndatatype; string columntype; meta columndatatype; string meta; delimiter; datasets columns; delimiter string
https://www.getmaxim.ai/docs/datasets/dataset-column/update-dataset-columns,string; header; api; columnid; columnid string; api key; datasets columns; string datasetid; datasetid; data workspaceid; datasetid string; v1 datasets; workspaceid; workspaceid string; request url; header content; json header; key; type application; application json
https://www.getmaxim.ai/docs/datasets/dataset-entry/create-dataset-entries,string; entries; dataset entries; dataset; value type; columnid; columnid string; id string; string value; createdat; createdat string; payload; api; api key; id; type; curl; header; key; unique identifier
https://www.getmaxim.ai/docs/datasets/dataset-entry/delete-dataset-entries,entries; delete; unique; deleted; dataset; dataset entries; unique identifier; identifier; delete dataset; entries api; entries dataset; deleted successfully; identifier dataset; split; workspace unique; column; entry; identifier workspace; columns; authentication unique
https://www.getmaxim.ai/docs/datasets/dataset-entry/get-dataset-entries,dataset; dataset entries; 30; unique identifier; unique; identifier; entries; entries api; cursor pagination; identifier dataset; pagination; return max; retrieved successfully; cursor; number records; records return; split; maximum number; workspace unique; maximum
https://www.getmaxim.ai/docs/datasets/dataset-entry/update-dataset-entries,string; entries; value type; columnid; columnid string; payload string; string value; dataset entries; createdat; createdat string; dataset; payload; api; api key; type; curl; id string; header; key; unique identifier
https://www.getmaxim.ai/docs/datasets/dataset-split/create-dataset-split,string; header; api; datasets splits; splits header; data string; api key; string datasetid; rows; request post; post url; description string; datasetid; datasetid string; splits; string description; 123; v1 datasets; header content; json header
https://www.getmaxim.ai/docs/datasets/dataset-split/delete-dataset-split,dataset split; split; dataset; delete; identifier dataset; api; api key; curl; key; unique identifier; unique; identifier; delete dataset; datasets splits; splits header; dataset dataset; key delete; deleted successfully; request delete; delete url
https://www.getmaxim.ai/docs/datasets/dataset-split/get-dataset-splits,string; splits; dataset; dataset splits; identifier dataset; api; api key; curl; key; unique identifier; unique; identifier; datasets splits; splits header; dataset split; dataset dataset; columntype; columndatatype; string columntype; meta columndatatype
https://www.getmaxim.ai/docs/datasets/dataset-split/update-dataset-split,dataset split; string; split; dataset; identifier dataset; data id; api; api key; string string; update; curl; id string; description; header; key; unique identifier; unique; identifier; datasets splits; splits header
https://www.getmaxim.ai/docs/datasets/dataset/create-dataset,string; header; api; columntype; columndatatype; string columntype; meta columndatatype; api key; delimiter; delimiter string; request post; post url; data workspaceid; meta; v1 datasets; workspaceid; workspaceid string; header content; json header; post
https://www.getmaxim.ai/docs/datasets/dataset/delete-dataset,delete; delete dataset; dataset; api; api key; curl; key; unique identifier; unique; identifier; key delete; deleted successfully; request delete; delete url; deleted; successfully page; identifier dataset; v1 datasets; workspace unique; curl curl
https://www.getmaxim.ai/docs/datasets/dataset/get-datasets,unique identifier; dataset; unique; identifier; 100; datasets; splits dataset; 100 cursor; identifier folder; max 100; 100 100; cursor pagination; identifier dataset; splits; pagination; return max; retrieved successfully; cursor; number records; records return
https://www.getmaxim.ai/docs/evaluators/evaluator/execute-an-evaluator,evaluator; unique identifier; unique; identifier; grading; javascript python; executing; predefined; programming; executed; variables used; javascript; payload; workspace unique; language; execute; criteria; assess; identifier workspace; execution
https://www.getmaxim.ai/docs/evaluators/evaluator/get-evaluators,evaluator; unique identifier; unique; identifier; workspace; workspace api; id fetch; cursor pagination; pagination; cursor; number records; records return; maximum number; 10; workspace unique; fetch; maximum; default; records; identifier workspace
https://www.getmaxim.ai/docs/folders/folder-contents/get-folder-contents,contents; folder; fetched; 100; unique identifier; unique; identifier; identified; specific folder; prompt_chain; prompt_tool; prompt_chain dataset; log_repository prompt_tool; parentfolderid; id parent; log_repository; 100 cursor; identifier folder; folderid; max 100
https://www.getmaxim.ai/docs/folders/folder/create-folder,folder; prompt_chain; prompt_tool; prompt_chain dataset; log_repository prompt_tool; id parent; log_repository; type entity; organizing; created successfully; parent; entities; key; created; key value; identifier workspace; authentication unique; entity; additional; create new
https://www.getmaxim.ai/docs/folders/folder/get-folders,folder; parentfolderid; parent; 100; filter; unique identifier; unique; identifier; prompt_chain; prompt_tool; prompt_chain dataset; log_repository prompt_tool; id parent; sub; log_repository; 100 cursor; folder folder; identifier folder; id; max 100
https://www.getmaxim.ai/docs/integrations/create-a-pagerduty-integration,integration; pagerduty; integration key; service; add integration; integrations; click; key; click add; integrations click; integration type; pagerduty integration; add; navigate; select; alerts; save; enter; settings; v2
https://www.getmaxim.ai/docs/integrations/create-a-slack-integration,webhook; slack; webhook url; integration; url; add integration; slack integration; integrations; click; save; settings; navigate; integrations click; integration type; open settings; settings page; navigate integrations; integrations left; sidebar add; integration button
https://www.getmaxim.ai/docs/integrations/integration/create-integration,integration; integration integration; slack; unique identifier; unique; identifier; notification channels; channels; created successfully; notification; created; identifier workspace; authentication unique; create new; key authentication; successfully; authentication; workspace; configuration; api key
https://www.getmaxim.ai/docs/integrations/integration/delete-integration,delete; delete integration; api; integration; api key; curl; key; key delete; deleted successfully; request delete; delete url; deleted; successfully page; workspace id; curl curl; integrations; curl request; ai v1; identifier workspace; api getmaxim
https://www.getmaxim.ai/docs/integrations/integration/get-integrations,integrations; pagination; cursor; 100; api; api key; string; curl; key; workspace; integration; 100 cursor; fetch specific; workspace api; string config; id fetch; id; max 100; 100 100; successfully child
https://www.getmaxim.ai/docs/integrations/integration/update-integration,string; header; api; api key; string id; string config; string type; data workspaceid; type; workspaceid; workspaceid string; request url; header content; json header; key; type application; application json; content type; slack; integrations
https://www.getmaxim.ai/docs/integrations/overview,started integrate; integrate; started; integrate openai; sdk started; sdk; python; openai; line integrations; sdk supports; openai sdk; uv; quick start; python version; agents; crewai; mistral; quick; langgraph; livekit
https://www.getmaxim.ai/docs/integrations/simulate-bedrock-agent,agent; bedrock; lambda; test; sessionid; endpoint; conversation; create; bedrock agent; lambda function; function; aws; context; http endpoint; simulation; alias; click; dataset; scenario; http
https://www.getmaxim.ai/docs/introduction/overview,quality; production; datasets; data; experimentation; evaluations; prompts; evaluation; human evaluations; production quality; needs; production data; tuning; fine tuning; tuning needs; enrich; observability; curate; prompts endpoints; quality checks
https://www.getmaxim.ai/docs/introduction/running-your-first-eval,endpoint; prompt; click; test; configure; dataset; run; create; evaluators; tab; save; test run; section click; add; create endpoint; evaluate; navigate; prompt endpoint; prompts; click save
https://www.getmaxim.ai/docs/library/concepts,evaluators; evaluator; dataset; use; datasets; scenario; cases; evaluators evaluators; expected; splits; human; evaluation; grading; maxim; programmatic evaluators; data curation; endpoints; curation; specific; ai evaluators
https://www.getmaxim.ai/docs/library/context-sources,context source; files; source; context; rag pipeline; rag; endpoint; pipeline; pipeline maxim; select files; context sources; sources; api endpoint; documents; upload; irrespective; sources maxim; allow expose; expose rag; pipeline simple
https://www.getmaxim.ai/docs/library/datasets/curate-datasets,dataset; human; columns; dataset button; curate; map; ratings; human annotations; button; dataset columns; annotations; add dataset; click; select; test run; evaluation; golden; corrected; evaluation card; click add
https://www.getmaxim.ai/docs/library/datasets/import-or-create-datasets,column; dataset; column type; csv; expected; images; agent; test; file; columns; input column; datasets; useful; input; data; create datasets; output; runs; type; prompts
https://www.getmaxim.ai/docs/library/datasets/manage-datasets,variable; variables; split; refer; way; use; values; add variables; prompt; use variables; variables prompt; dataset; runtime; splits; context; testing; dynamic values; columns; targeted; dataset column
https://www.getmaxim.ai/docs/library/datasets/synthetic-data-generation,generate; documents; synthetic data; synthetic; agent; expected; generation; variable; context; column; quality; customer; descriptions; simulation; testing; agent simulation; format; dataset; data; workflow testing
https://www.getmaxim.ai/docs/library/datasets/use-local-datasets,dataset id; dataset; text payload; type text; entries; payload; id; apikey; maxim; text; content; type; datasets; apikey const; code; id input; sdk; insert; input type; sdk provides
https://www.getmaxim.ai/docs/library/evaluators/custom-evaluators,evaluation; evaluator; pass; scale; tab; variables; criteria; mentioned; evaluators; instructions; pass criteria; score; string values; configure; response type; values; based evaluators; select; definition; custom
https://www.getmaxim.ai/docs/library/evaluators/folders-in-evaluators,folder; folders; evaluators; drag; drop; sidebar; contain; menu; evaluator; dropdown; structure; workspace; navigate evaluators; drag drop; hierarchical organization; select; organizing; folder folder; hierarchical; describes
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/agent-trajectory,steps; complete; log user; required; taken; showing steps; inputs session; interaction log; result binary; session complete; complete interaction; binary; reasoning detailed; showing; detailed explanation; missing; task; interaction; completed; input required
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/bias,statements; score closer; bias; score; closer; content; total number; content required; higher score; lower score; analyzed; output generated; detected; result value; value continuous; continuous range; range reasoning; inputs output; reasoning detailed; detailed explanation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/clarity,clarity; 75; lack; 25; concise; result score; score discrete; discrete values; good; discrete; text content; analyzed; output generated; poor; assessment interpretation; inputs output; generated text; output; input required; assessment
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/conciseness,verbose; 75; concise; 25; highly; result score; score discrete; discrete values; efficiency; discrete; text content; output generated; assessment interpretation; inputs output; generated text; output; input required; assessment; required inputs; explanation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/consistency,consistent; consistency; outputs; room; result score; score discrete; discrete values; improvement; compatible; content required; discrete; highly; fully; model; inputs input; effectively; assessment interpretation; input; reasoning detailed; detailed explanation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/context-precision,precision; nodes; context; retrieved; expected; statements expected; retrieved context; irrelevant; expected output; relevant; score closer; relevant context; statements; output; closer; better; higher; lower; score; ranking
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/context-recall,recall; statements expected; score closer; retrieved; context; statements; expected; score; closer; retrieved context; higher; expected output; output; response output; expected response; response; relevant information; knowledge base; higher score; lower score
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/context-relevance,relevance; input query; context; query; retrieved context; context relevant; input; score closer; retrieved; statements; closer; better; higher; relevant; inputs; score; answering; indicate better; input user; higher score
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/faithfulness,faithfulness; history; output; provided context; context; scores closer; closer; provided; input; inputs; scores; generated answer; query prompt; input user; content required; closer better; closer poor; context output; poor; inputs input
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/output-relevance,statements; relevance; scores closer; closer; input; inputs; scores; irrelevant; generated response; input user; context output; inputs input; conversation context; user query; result value; value continuous; continuous range; range reasoning; assessment interpretation; reasoning detailed
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/pii-detection,yes; output text; analyzed; detection; detected; output; boolean; explanation; evaluates; protection; privacy; text; compliance; crucial; maintaining; inputs output; result boolean; input required; required inputs; inputs
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/sql-correctness,intent; query; syntax; generated sql; incorrect; wrong; natural language; definition; sql; result binary; binary score; inputs input; reasoning brief; brief explanation; brief; invalid; natural; schema; score reasoning; assessment interpretation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/step-completion-strict-match,steps; order; log user; wrong; required; showing steps; inputs session; interaction log; result binary; binary score; sequence; session complete; complete interaction; exact; score reasoning; binary; reasoning detailed; showing; detailed explanation; missing
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/step-completion-unordered-match,steps; flexible; order; dependency; log user; required; showing steps; inputs session; interaction log; result binary; binary score; session complete; complete interaction; score reasoning; binary; reasoning detailed; showing; detailed explanation; missing; interaction
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/step-utility,task; step; steps; alignment; effectiveness; utility; relevance; scores closer; overall; closer; session; scores; goal; showing steps; inputs session; interaction log; session complete; complete interaction; result value; value continuous
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/summarization,score; summarization; summary; determines; alignment; original; coverage; text; scores indicate; indicate; information; scores; indicate better; min; using following; content required; compared; break; output generated; inputs input
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/task-success,task; log user; goal; intended; taken; showing steps; couldn; inputs session; interaction log; result binary; binary score; session complete; complete interaction; score reasoning; binary; failed; reasoning detailed; showing; detailed explanation; interaction
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/tool-selection,tool; selected; tool selection; score closer; selection; correctly; closer; tool calls; used; score; calls; inputs session; interaction log; higher score; lower score; session complete; complete interaction; result value; value continuous; continuous range
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/ai-evaluators/toxicity,content; harmful; toxicity; score closer; detected; closer; score; total number; output text; harmful content; content required; text content; higher score; lower score; inappropriate; statements; result value; value continuous; continuous range; range reasoning
